time,pressure_pss(MB),org.openmined.syft.demo_pss(MB),Active_Memory(MB),Cached_Memory(MB),Free_Memory(MB),SwapCached_Memory(MB),Inactive:,Active(anon):,Inactive(anon):,Active(file):, Inactive(file):,Unevictable:,Mlocked:,SwapTotal:,SwapFree:,Dirty:,Writeback:,AnonPages:,Mapped:,Shmem:,Slab:,SReclaimable:,SUnreclaim:,KernelStack:,PageTables:,NFS_Unstable:,Bounce:,WritebackTmp:,CommitLimit:,Committed_AS:,VmallocTotal:,VmallocUsed:,VmallocChunk:,totalPrivateClean,totalPrivateDirty,totalSharedClean,totalSharedDirty,totalSwappablePss
12:07:29,122,122,357,456,29,24,353,124,126,232,227,0,0,697,550,0,0,248,279,0,53,16,37,10,22,0,0,0,1162,15553,488,131,224,34,75,94,1,33,
12:07:30,118,117,358,456,29,24,352,124,126,233,226,0,0,697,550,0,0,248,279,0,53,16,37,10,22,0,0,0,1162,15545,488,131,224,34,70,94,1,33,
12:07:31,126,126,366,456,22,24,352,133,126,233,226,0,0,697,550,0,0,256,279,0,53,16,37,10,22,0,0,0,1162,15558,488,131,224,34,78,94,1,33,
12:07:32,125,125,368,456,20,24,352,134,126,233,226,0,0,697,550,0,0,258,280,0,53,16,37,10,22,0,0,0,1162,15568,488,133,224,34,78,94,1,33,
12:07:33,128,127,370,456,18,24,352,136,126,233,226,0,0,697,550,0,0,260,280,0,53,16,37,10,22,0,0,0,1162,15568,488,133,224,34,80,94,1,33,
12:07:34,127,127,363,453,21,24,354,133,128,230,226,0,0,697,550,0,0,259,286,0,53,16,37,10,22,0,0,0,1162,15589,488,135,224,34,80,94,1,33,
12:07:35,132,126,336,447,42,24,362,110,136,225,225,0,0,697,550,0,0,244,286,0,53,16,37,11,22,0,0,0,1162,15553,488,135,224,34,85,94,1,33,
12:07:36,103,111,329,447,49,24,362,103,136,225,225,0,0,697,550,0,0,237,286,0,53,16,37,11,22,0,0,0,1162,15553,488,135,224,34,56,94,1,33,
12:07:37,112,111,338,447,41,24,362,113,136,225,225,0,0,697,550,0,0,247,286,0,53,16,37,11,22,0,0,0,1162,15553,488,135,224,34,65,94,1,33,
12:07:38,113,113,339,447,41,24,362,113,136,225,225,0,0,697,550,0,0,247,286,0,53,16,37,11,22,0,0,0,1162,15554,488,135,224,34,66,94,1,33,
12:07:39,119,119,344,447,34,24,362,119,136,225,225,0,0,697,550,0,0,253,286,0,53,16,37,11,22,0,0,0,1162,15567,488,135,224,34,72,94,1,33,
12:07:40,119,118,345,447,34,24,362,120,136,225,225,0,0,697,550,0,0,254,286,0,53,16,37,11,22,0,0,0,1162,15567,488,135,224,34,72,94,1,33,
12:07:41,120,120,344,447,33,24,362,119,136,225,225,0,0,697,550,0,0,253,286,0,53,16,37,11,22,0,0,0,1162,15567,488,135,224,34,73,94,1,33,
12:07:42,126,125,351,447,27,24,362,126,136,225,225,0,0,697,550,0,0,260,286,0,53,16,37,11,22,0,0,0,1162,15579,488,135,224,34,79,94,1,33,
12:07:43,126,125,352,447,27,24,362,127,136,225,225,0,0,697,550,0,0,261,286,0,53,16,37,11,22,0,0,0,1162,15580,488,135,224,34,79,94,1,33,
12:07:44,127,127,353,447,27,24,362,128,136,225,225,0,0,697,550,0,0,261,286,0,53,16,37,11,22,0,0,0,1162,15580,488,135,224,34,80,94,1,33,
12:07:45,112,112,338,447,40,24,362,113,136,225,225,0,0,697,550,0,0,247,286,0,53,16,37,11,22,0,0,0,1162,15554,488,135,224,34,65,94,1,33,
12:07:46,111,111,337,447,43,24,362,111,136,225,225,0,0,697,550,0,0,245,286,0,53,16,37,11,22,0,0,0,1162,15554,488,135,224,34,64,94,1,33,
12:07:47,113,113,338,447,41,24,362,113,136,225,225,0,0,697,550,0,0,247,286,0,53,16,37,11,22,0,0,0,1162,15554,488,135,224,34,66,94,1,33,
12:07:48,120,120,336,447,42,24,362,111,136,225,225,0,0,697,550,0,0,245,286,0,53,16,37,11,22,0,0,0,1162,15567,488,135,224,34,73,94,1,33,
12:07:49,119,118,345,447,34,24,362,120,136,225,225,0,0,697,550,0,0,254,286,0,53,16,37,11,22,0,0,0,1162,15567,488,135,224,34,72,94,1,33,
12:07:50,120,120,345,447,34,24,362,120,136,225,225,0,0,697,550,0,0,254,286,0,53,16,37,11,22,0,0,0,1162,15567,488,135,224,34,73,94,1,33,
12:07:51,126,125,351,447,27,24,362,126,136,225,225,0,0,697,550,0,0,260,286,0,53,16,37,11,22,0,0,0,1162,15579,488,135,224,34,78,94,1,33,
12:07:52,129,129,353,447,26,24,362,128,136,225,225,0,0,697,550,0,0,261,285,0,53,16,37,10,22,0,0,0,1162,15552,488,133,224,34,82,94,1,33,
12:07:53,125,129,353,447,31,24,357,123,136,229,221,0,0,697,550,0,0,256,279,0,53,16,37,10,22,0,0,0,1162,15558,488,131,224,34,78,94,1,33,
12:07:54,126,126,354,447,31,24,357,124,136,230,220,0,0,697,550,0,0,258,279,0,53,16,37,10,22,0,0,0,1162,15558,488,131,224,34,79,94,1,33,
12:07:55,113,113,341,447,44,24,357,111,136,230,220,0,0,697,550,0,0,244,279,0,53,16,37,10,22,0,0,0,1162,15532,488,131,224,34,66,94,1,33,
12:07:56,112,111,342,447,43,24,357,111,136,230,220,0,0,697,550,0,0,245,280,0,53,16,37,10,22,0,0,0,1162,15543,488,133,224,34,64,94,1,33,
12:07:57,112,112,343,447,40,24,357,113,136,230,220,0,0,697,550,0,0,247,286,0,53,16,37,10,22,0,0,0,1162,15554,488,135,224,34,65,94,1,33,
12:07:58,109,111,341,447,42,24,357,111,136,230,220,0,0,697,550,0,0,245,286,0,53,16,37,11,22,0,0,0,1162,15553,488,135,224,34,62,94,1,33,
12:07:59,117,117,349,447,35,24,357,119,136,230,220,0,0,697,550,0,0,253,286,0,53,16,37,11,22,0,0,0,1162,15566,488,135,224,34,70,94,1,33,
12:08:00,118,118,350,447,34,24,357,120,136,230,220,0,0,697,550,0,0,254,286,0,53,16,37,11,22,0,0,0,1162,15566,488,135,224,34,71,94,1,33,
12:08:01,118,118,350,447,33,24,357,120,136,230,220,0,0,697,550,0,0,254,286,0,53,16,37,11,22,0,0,0,1162,15566,488,135,224,34,71,94,1,33,
12:08:02,119,119,356,447,27,24,357,126,136,230,220,0,0,697,550,0,0,260,286,0,53,16,37,11,22,0,0,0,1162,15579,488,135,224,34,71,94,1,33,
12:08:03,125,125,357,447,26,24,357,127,136,230,220,0,0,697,550,0,0,261,286,0,53,16,37,11,22,0,0,0,1162,15580,488,135,224,34,78,94,1,33,
12:08:04,126,126,358,447,25,24,357,128,136,230,220,0,0,697,550,0,0,262,286,0,53,16,37,11,22,0,0,0,1162,15580,488,135,224,34,79,94,1,33,
12:08:05,133,126,343,447,40,24,357,113,136,230,220,0,0,697,550,0,0,246,286,0,53,16,37,11,22,0,0,0,1162,15553,488,135,224,34,85,94,1,33,
12:08:06,107,103,339,447,48,24,353,109,132,230,220,0,0,697,550,0,0,239,286,0,53,16,37,11,22,0,0,0,1162,15554,488,135,224,34,59,94,1,33,
12:08:07,111,111,348,447,41,24,353,118,132,230,220,0,0,697,550,0,0,247,286,0,53,16,37,11,22,0,0,0,1162,15554,488,135,224,34,64,94,1,33,
12:08:08,112,112,348,447,40,24,353,118,132,230,220,0,0,697,550,0,0,248,286,0,53,16,37,11,22,0,0,0,1162,15554,488,135,224,34,65,94,1,33,
12:08:09,117,117,354,447,33,24,353,124,132,230,220,0,0,697,550,0,0,253,286,0,53,16,37,11,22,0,0,0,1162,15567,488,135,224,34,70,94,1,33,
12:08:10,118,118,355,447,34,24,353,125,132,230,220,0,0,697,550,0,0,255,286,0,53,16,37,11,22,0,0,0,1162,15567,488,135,224,34,71,94,1,33,
12:08:11,119,119,355,447,33,24,353,125,132,230,220,0,0,697,550,0,0,255,286,0,53,16,37,11,22,0,0,0,1162,15567,488,135,224,34,72,94,1,33,
12:08:12,124,124,361,447,27,24,353,130,132,230,220,0,0,697,550,0,0,260,286,0,53,16,37,11,22,0,0,0,1162,15579,488,135,224,34,77,94,1,33,
12:08:13,129,129,365,447,24,24,353,135,132,230,220,0,0,697,550,0,0,265,286,0,53,16,37,11,22,0,0,0,1162,15580,488,135,224,34,82,94,1,33,
12:08:14,129,129,365,447,23,24,353,135,132,230,220,0,0,697,550,0,0,264,286,0,53,16,37,11,22,0,0,0,1162,15580,488,135,224,34,81,94,1,33,
12:08:15,111,111,347,447,40,24,353,117,132,230,220,0,0,697,550,0,0,247,286,0,53,16,37,11,22,0,0,0,1162,15554,488,135,224,34,64,94,1,33,
12:08:16,112,111,343,447,44,24,353,113,132,230,220,0,0,697,550,0,0,243,279,0,53,16,37,10,22,0,0,0,1162,15540,488,131,224,34,64,94,1,33,
12:08:17,111,111,342,447,45,24,353,112,132,230,220,0,0,697,550,0,0,242,279,0,53,16,37,10,22,0,0,0,1162,15532,488,131,224,34,64,94,1,33,
12:08:18,111,111,342,447,46,24,353,112,132,230,220,0,0,697,550,0,0,242,279,0,53,16,37,10,22,0,0,0,1162,15532,488,131,224,34,64,94,1,33,
12:08:19,118,118,351,447,38,24,353,121,132,230,220,0,0,697,550,0,0,250,280,0,53,16,37,10,22,0,0,0,1162,15556,488,133,224,34,71,94,1,33,
12:08:20,118,118,351,447,38,24,353,121,132,230,220,0,0,697,550,0,0,251,280,0,53,16,37,10,22,0,0,0,1162,15556,488,133,224,34,71,94,1,33,
12:08:21,119,119,353,447,34,24,353,123,132,230,220,0,0,697,550,0,0,252,286,0,53,16,37,11,22,0,0,0,1162,15575,488,135,224,34,72,94,1,33,
12:08:22,118,118,353,447,33,24,353,123,132,230,220,0,0,697,550,0,0,253,286,0,53,16,37,11,22,0,0,0,1162,15567,488,135,224,34,70,94,1,33,
12:08:23,103,130,332,447,58,24,351,102,130,230,220,0,0,697,550,0,0,229,286,0,53,16,37,11,22,0,0,0,1162,15541,488,135,224,34,55,94,1,33,
12:08:24,98,92,342,447,50,24,350,112,129,230,220,0,0,697,550,0,0,239,286,0,53,16,37,11,22,0,0,0,1162,15541,488,135,224,34,50,94,1,33,
12:08:25,109,105,347,447,45,24,350,117,129,230,220,0,0,697,550,0,0,243,286,0,53,16,37,11,22,0,0,0,1162,15542,488,135,224,34,61,94,1,33,
12:08:26,115,115,354,447,39,24,350,124,129,230,220,0,0,697,550,0,0,250,286,0,53,16,37,11,22,0,0,0,1162,15542,488,135,224,34,68,94,1,33,
12:08:27,116,116,354,447,37,24,350,124,129,230,220,0,0,697,550,0,0,250,286,0,53,16,37,11,22,0,0,0,1162,15542,488,135,224,34,68,94,1,33,
12:08:28,119,119,357,447,33,24,350,127,129,230,220,0,0,697,550,0,0,254,286,0,53,16,37,11,22,0,0,0,1162,15555,488,135,224,34,72,94,1,33,
12:08:29,123,123,361,447,30,24,350,131,129,230,220,0,0,697,550,0,0,258,286,0,53,16,37,11,22,0,0,0,1162,15554,488,135,224,34,76,94,1,33,
12:08:30,123,123,361,447,30,24,350,131,129,230,220,0,0,697,550,0,0,258,286,0,53,16,37,11,22,0,0,0,1162,15554,488,135,224,34,76,94,1,33,
12:08:31,111,110,350,447,41,24,350,119,129,230,220,0,0,697,550,0,0,246,286,0,53,16,37,11,22,0,0,0,1162,15553,488,135,224,34,64,94,1,33,
12:08:32,111,111,350,447,43,24,350,120,129,230,220,0,0,697,550,0,0,246,286,0,53,16,37,11,22,0,0,0,1162,15554,488,135,224,34,64,94,1,33,
12:08:33,112,112,350,447,42,24,350,120,129,230,220,0,0,697,550,0,0,247,286,0,53,16,37,11,22,0,0,0,1162,15554,488,135,224,34,65,94,1,33,
12:08:34,118,118,356,447,34,24,350,126,129,230,220,0,0,697,550,0,0,253,286,0,53,16,37,11,22,0,0,0,1162,15567,488,135,224,34,71,94,1,33,
12:08:35,121,121,360,447,32,24,350,130,129,230,220,0,0,697,550,0,0,256,286,0,53,16,37,11,22,0,0,0,1162,15567,488,135,224,34,74,94,1,33,
12:08:36,122,122,360,447,31,24,350,130,129,230,220,0,0,697,550,0,0,256,286,0,53,16,37,11,22,0,0,0,1162,15567,488,135,224,34,75,94,1,33,
12:08:37,125,125,363,447,28,24,350,133,129,230,220,0,0,697,550,0,0,260,286,0,53,16,37,11,22,0,0,0,1162,15580,488,135,224,34,78,94,1,33,
12:08:38,126,125,364,447,28,24,350,134,129,230,220,0,0,697,550,0,0,261,286,0,53,16,37,11,22,0,0,0,1162,15580,488,135,224,34,78,94,1,33,
12:08:39,126,126,361,447,31,24,350,130,129,230,220,0,0,697,550,0,0,257,285,0,53,16,37,10,22,0,0,0,1162,15551,488,133,224,34,79,94,1,33,
12:08:40,104,131,337,446,52,24,352,109,131,228,220,0,0,697,550,0,0,238,279,0,53,16,37,10,22,0,0,0,1162,15540,488,131,224,34,57,94,1,33,
12:08:41,114,108,346,446,45,24,352,117,131,228,220,0,0,697,550,0,0,246,279,0,53,16,37,10,22,0,0,0,1162,15532,488,131,224,34,67,94,1,33,
12:08:42,115,115,346,446,44,24,352,118,131,228,220,0,0,697,550,0,0,247,279,0,53,16,37,10,22,0,0,0,1162,15532,488,131,224,34,67,94,1,33,
12:08:43,118,112,352,446,37,24,352,123,131,228,220,0,0,697,550,0,0,252,280,0,53,16,37,10,22,0,0,0,1162,15555,488,133,224,34,71,94,1,33,
12:08:44,119,119,354,446,33,24,352,125,131,229,220,0,0,697,550,0,0,254,286,0,53,16,37,11,22,0,0,0,1162,15574,488,135,224,34,72,94,1,33,
12:08:45,117,117,353,446,35,24,352,124,131,229,220,0,0,697,550,0,0,254,286,0,53,16,37,11,22,0,0,0,1162,15575,488,135,224,34,70,94,1,33,
12:08:46,119,119,355,446,34,24,352,126,131,229,220,0,0,697,550,0,0,255,286,0,53,16,37,11,22,0,0,0,1162,15567,488,135,224,34,72,94,1,33,
12:08:47,126,120,362,446,27,24,352,133,131,229,220,0,0,697,550,0,0,262,286,0,53,16,37,11,22,0,0,0,1162,15580,488,135,224,34,79,94,1,33,
12:08:48,118,118,355,446,35,24,352,126,131,229,220,0,0,697,550,0,0,255,286,0,53,16,37,11,22,0,0,0,1162,15580,488,135,224,34,71,94,1,33,
12:08:49,126,126,362,446,28,24,352,133,131,229,220,0,0,697,550,0,0,262,286,0,53,16,37,11,22,0,0,0,1162,15580,488,135,224,34,79,94,1,33,
12:08:50,133,126,367,446,21,24,352,138,131,229,220,0,0,697,550,0,0,267,286,0,53,16,37,11,22,0,0,0,1162,15593,488,135,224,34,86,94,1,33,
12:08:51,107,107,342,446,45,24,352,113,131,229,220,0,0,697,550,0,0,243,286,0,53,16,37,11,22,0,0,0,1162,15555,488,135,224,34,59,94,1,33,
12:08:52,115,115,352,446,38,24,351,122,131,229,220,0,0,697,550,0,0,251,286,0,53,16,37,11,22,0,0,0,1162,15554,488,135,224,34,68,94,1,33,
12:08:53,115,115,351,446,38,24,351,122,131,229,220,0,0,697,550,0,0,251,286,0,53,16,37,11,22,0,0,0,1162,15554,488,135,224,34,68,94,1,33,
12:08:54,119,119,355,446,33,24,351,126,131,229,220,0,0,697,550,0,0,255,286,0,53,16,37,11,22,0,0,0,1162,15566,488,135,224,34,71,94,1,33,
12:08:55,118,118,355,446,35,24,351,126,131,229,220,0,0,697,550,0,0,255,286,0,53,16,37,11,22,0,0,0,1162,15567,488,135,224,34,71,94,1,33,
12:08:56,119,119,356,446,35,24,351,127,131,229,220,0,0,697,550,0,0,255,286,0,53,16,37,11,22,0,0,0,1162,15567,488,135,224,34,72,94,1,33,
12:08:57,126,126,362,446,27,24,351,133,131,229,220,0,0,697,550,0,0,261,286,0,53,16,37,11,22,0,0,0,1162,15579,488,135,224,34,79,94,1,33,
12:08:58,126,126,362,446,28,24,351,133,131,229,220,0,0,697,550,0,0,262,286,0,53,16,37,11,22,0,0,0,1162,15580,488,135,224,34,78,94,1,33,
12:08:59,133,126,347,446,41,24,351,117,131,229,220,0,0,697,550,0,0,246,286,0,53,16,37,11,22,0,0,0,1162,15556,488,135,224,34,85,94,1,33,
12:09:00,104,105,341,446,48,24,351,112,131,229,220,0,0,697,550,0,0,241,286,0,53,16,37,11,22,0,0,0,1162,15555,488,135,224,34,57,94,1,33,
12:09:01,111,111,348,446,42,24,351,119,131,229,220,0,0,697,550,0,0,247,286,0,53,16,37,11,22,0,0,0,1162,15555,488,135,224,34,64,94,1,33,
12:09:02,112,112,349,446,41,24,351,120,131,229,220,0,0,697,550,0,0,249,286,0,53,16,37,11,22,0,0,0,1162,15555,488,135,224,34,65,94,1,33,
12:09:03,119,119,352,446,38,24,351,123,131,229,220,0,0,697,550,0,0,251,278,0,53,16,37,10,21,0,0,0,1162,15544,488,131,224,34,72,94,1,33,
12:09:04,110,110,344,446,46,24,351,115,131,229,220,0,0,697,550,0,0,243,279,0,53,16,37,10,22,0,0,0,1162,15545,488,131,224,34,63,94,1,33,
12:09:05,122,122,355,446,36,24,351,126,131,229,220,0,0,697,550,0,0,255,279,0,53,16,37,10,22,0,0,0,1162,15545,488,131,224,34,75,94,1,33,
12:09:06,119,119,355,446,36,24,351,125,131,229,220,0,0,697,550,0,0,254,280,0,53,16,37,10,22,0,0,0,1162,15556,488,133,224,34,72,94,1,33,
12:09:07,126,126,361,446,29,24,351,132,131,229,220,0,0,697,550,0,0,261,280,0,53,16,37,10,22,0,0,0,1162,15569,488,133,224,34,79,94,1,33,
12:09:08,118,118,356,446,32,24,351,127,131,229,220,0,0,697,550,0,0,256,286,0,53,16,37,11,22,0,0,0,1162,15588,488,135,224,34,71,94,1,33,
12:09:09,125,125,363,446,26,24,351,134,131,229,220,0,0,697,550,0,0,263,286,0,53,16,37,11,22,0,0,0,1162,15579,488,135,224,34,78,94,1,33,
12:09:10,127,127,365,446,25,24,351,136,131,229,220,0,0,697,550,0,0,264,286,0,53,16,37,11,22,0,0,0,1162,15580,488,135,224,34,80,94,1,33,
12:09:11,113,133,348,446,40,24,351,119,131,229,220,0,0,697,550,0,0,248,286,0,53,16,37,11,22,0,0,0,1162,15553,488,135,224,34,65,94,1,33,
12:09:12,111,111,347,446,44,24,351,118,131,229,220,0,0,697,550,0,0,246,286,0,53,16,37,11,22,0,0,0,1162,15553,488,135,224,34,64,94,1,33,
12:09:13,113,113,348,446,42,24,351,119,131,229,220,0,0,697,550,0,0,247,286,0,53,16,37,11,22,0,0,0,1162,15553,488,135,224,34,65,94,1,33,
12:09:14,118,119,353,446,36,24,351,124,131,229,220,0,0,697,550,0,0,253,286,0,53,16,37,11,22,0,0,0,1162,15566,488,135,224,34,71,94,1,33,
12:09:15,118,118,354,446,37,24,351,125,131,229,220,0,0,697,550,0,0,254,286,0,53,16,37,11,22,0,0,0,1162,15566,488,135,224,34,71,94,1,33,
12:09:16,126,119,360,446,29,24,351,131,131,229,220,0,0,697,550,0,0,260,286,0,53,16,37,11,22,0,0,0,1162,15579,488,135,224,34,79,94,1,33,
12:09:17,125,125,352,446,36,24,351,123,131,229,220,0,0,697,550,0,0,252,286,0,53,16,37,11,22,0,0,0,1162,15579,488,135,224,34,78,94,1,33,
12:09:18,125,125,361,446,29,24,351,132,131,229,220,0,0,697,550,0,0,260,286,0,53,16,37,11,22,0,0,0,1162,15579,488,135,224,34,78,94,1,33,
12:09:19,127,127,362,446,28,24,351,133,131,229,220,0,0,697,550,0,0,262,286,0,53,16,37,11,22,0,0,0,1162,15580,488,135,224,34,79,94,1,33,
12:09:20,112,111,347,446,42,24,351,118,131,229,220,0,0,697,550,0,0,247,286,0,53,16,37,11,22,0,0,0,1162,15554,488,135,224,34,64,94,1,33,
12:09:21,111,111,347,446,43,24,351,118,131,229,220,0,0,697,550,0,0,247,286,0,53,16,37,11,22,0,0,0,1162,15554,488,135,224,34,64,94,1,33,
12:09:22,112,112,348,446,42,24,351,118,131,229,220,0,0,697,550,0,0,247,286,0,53,16,37,11,22,0,0,0,1162,15554,488,135,224,34,65,94,1,33,
12:09:23,118,118,354,446,35,24,351,125,131,229,220,0,0,697,550,0,0,253,286,0,53,16,37,11,22,0,0,0,1162,15567,488,135,224,34,71,94,1,33,
12:09:24,118,118,355,446,36,24,351,126,131,229,220,0,0,697,550,0,0,254,286,0,53,16,37,11,22,0,0,0,1162,15568,488,135,224,34,71,94,1,33,
12:09:25,120,120,355,446,35,24,351,126,131,229,220,0,0,697,550,0,0,255,286,0,53,16,37,11,22,0,0,0,1162,15568,488,135,224,34,72,94,1,33,
12:09:26,126,126,350,446,39,24,351,121,131,229,220,0,0,697,550,0,0,249,285,0,53,16,37,10,22,0,0,0,1162,15551,488,133,224,34,78,94,1,33,
12:09:27,129,125,361,446,29,24,351,132,131,229,220,0,0,697,550,0,0,261,279,0,53,16,37,10,22,0,0,0,1162,15567,488,131,224,34,81,94,1,33,
12:09:28,126,126,358,446,32,24,351,129,131,229,220,0,0,697,550,0,0,258,279,0,53,16,37,10,22,0,0,0,1162,15558,488,131,224,34,78,94,1,33,
12:09:29,133,126,348,446,44,24,350,119,130,229,220,0,0,697,550,0,0,247,279,0,53,16,37,10,22,0,0,0,1162,15532,488,131,224,34,85,94,1,33,
12:09:30,112,107,326,446,65,24,349,97,129,229,220,0,0,697,550,0,0,224,280,0,53,16,37,10,22,0,0,0,1162,15531,488,133,224,34,65,94,1,33,
