time,pressure_pss(MB),org.openmined.syft.demo_pss(MB),Active_Memory(MB),Cached_Memory(MB),Free_Memory(MB),SwapCached_Memory(MB),Inactive:,Active(anon):,Inactive(anon):,Active(file):, Inactive(file):,Unevictable:,Mlocked:,SwapTotal:,SwapFree:,Dirty:,Writeback:,AnonPages:,Mapped:,Shmem:,Slab:,SReclaimable:,SUnreclaim:,KernelStack:,PageTables:,NFS_Unstable:,Bounce:,WritebackTmp:,CommitLimit:,Committed_AS:,VmallocTotal:,VmallocUsed:,VmallocChunk:,totalPrivateClean,totalPrivateDirty,totalSharedClean,totalSharedDirty,totalSwappablePss
17:22:09,250,223,1130,1196,197,4,811,535,212,594,598,96,91,508,400,0,0,743,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,231,42,4,13,
17:22:10,255,255,1145,1196,182,4,811,550,212,594,598,96,91,508,400,0,0,758,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,236,42,4,13,
17:22:11,256,256,1150,1196,177,4,811,555,212,594,598,96,91,508,400,0,0,763,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,237,42,4,13,
17:22:12,262,262,1157,1196,171,4,811,562,212,594,598,96,91,508,400,0,0,770,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,244,42,4,13,
17:22:13,260,262,1150,1196,177,4,811,555,212,594,598,96,91,508,400,0,0,764,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,241,42,4,13,
17:22:14,262,288,1141,1196,185,4,811,546,212,594,598,96,91,508,400,0,0,754,402,1,118,51,67,25,34,0,0,0,1908,68970,245759,127,245569,13,244,42,4,13,
17:22:15,251,251,1141,1196,185,4,811,546,212,594,598,96,91,508,400,0,0,754,402,1,118,51,67,25,34,0,0,0,1908,68970,245759,127,245569,13,232,42,4,13,
17:22:16,247,250,1137,1196,192,4,811,542,212,594,598,96,91,508,400,0,0,750,402,1,118,51,67,25,34,0,0,0,1908,68970,245759,127,245569,13,228,42,4,13,
17:22:17,249,249,1139,1196,189,4,811,545,212,594,598,96,91,508,400,0,0,753,402,1,118,51,67,25,34,0,0,0,1908,68970,245759,127,245569,13,231,42,4,13,
17:22:18,249,249,1139,1196,189,4,811,545,212,594,598,96,91,508,400,0,0,753,402,1,118,51,67,25,34,0,0,0,1908,68970,245759,127,245569,13,231,42,4,13,
17:22:19,249,249,1140,1196,188,4,811,545,212,594,598,96,91,508,400,0,0,753,402,1,118,51,67,25,34,0,0,0,1908,68970,245759,127,245569,13,231,42,4,13,
17:22:20,249,249,1139,1196,189,4,811,545,212,594,599,96,91,508,400,0,0,753,402,1,118,51,67,25,34,0,0,0,1908,68970,245759,127,245569,13,231,42,4,13,
17:22:21,249,249,1139,1196,188,4,811,545,212,594,599,96,91,508,400,0,0,753,402,1,118,51,67,25,34,0,0,0,1908,68970,245759,127,245569,13,231,42,4,13,
17:22:22,249,249,1139,1196,189,4,811,545,212,594,598,96,91,508,400,0,0,753,402,1,118,51,67,25,34,0,0,0,1908,68970,245759,127,245569,13,231,42,4,13,
17:22:23,249,249,1140,1196,188,4,811,545,212,594,598,96,91,508,400,0,0,753,402,1,118,51,67,25,34,0,0,0,1908,68970,245759,127,245569,13,230,42,4,13,
17:22:24,244,241,1135,1196,194,4,811,540,212,594,598,96,91,508,400,0,0,748,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,226,42,4,13,
17:22:25,247,247,1147,1196,181,4,811,553,212,594,598,96,91,508,400,0,0,761,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,229,42,4,13,
17:22:26,242,241,1132,1196,196,4,811,537,212,594,598,96,91,508,400,0,0,745,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,223,42,4,13,
17:22:27,245,245,1151,1196,178,4,811,556,212,594,598,96,91,508,400,0,0,764,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,226,42,4,13,
17:22:28,242,242,1132,1196,196,4,811,537,212,594,598,96,91,508,400,0,0,746,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,223,42,4,13,
17:22:29,247,247,1137,1196,191,4,811,542,212,594,598,96,91,508,400,0,0,750,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,228,42,4,13,
17:22:30,246,246,1107,1196,221,4,811,512,212,594,598,96,91,508,400,0,0,720,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,228,42,4,13,
17:22:31,247,246,1137,1196,192,4,811,543,212,594,598,96,91,508,400,0,0,750,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,228,42,4,13,
17:22:32,246,246,1137,1196,190,4,811,543,212,594,598,96,91,508,400,0,0,750,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,228,42,4,13,
17:22:33,246,246,1137,1196,191,4,811,542,212,594,598,96,91,508,400,0,0,750,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,228,42,4,13,
17:22:34,246,246,1137,1196,191,4,811,542,212,594,598,96,91,508,400,0,0,750,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,228,42,4,13,
17:22:35,246,246,1137,1196,192,4,811,542,212,594,598,96,91,508,400,0,0,750,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,228,42,4,13,
17:22:36,247,272,1137,1196,190,4,811,543,212,594,598,96,91,508,400,0,0,751,402,1,118,51,66,25,34,0,0,0,1908,68971,245759,127,245569,13,228,42,4,13,
17:22:37,245,245,1135,1196,193,4,811,541,212,594,598,96,91,508,400,0,0,749,402,1,118,51,66,25,34,0,0,0,1908,68971,245759,127,245569,13,226,42,4,13,
17:22:38,247,247,1137,1196,191,4,811,543,212,594,598,96,91,508,400,0,0,750,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,228,42,4,13,
17:22:39,241,241,1133,1196,196,4,811,538,212,594,598,96,91,508,400,0,0,746,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,223,42,4,13,
17:22:40,245,245,1161,1196,168,4,811,566,212,594,598,96,91,508,400,0,0,774,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,227,42,4,13,
17:22:41,243,243,1135,1196,194,4,811,541,212,594,598,96,91,508,400,0,0,749,402,1,118,51,66,25,34,0,0,0,1908,68971,245759,127,245569,13,224,42,4,13,
17:22:42,247,247,1138,1196,192,4,811,543,212,594,598,96,91,508,400,0,0,751,402,1,118,51,66,25,34,0,0,0,1908,68971,245759,127,245569,13,229,42,4,13,
17:22:43,246,245,1137,1196,192,4,811,542,212,594,598,96,91,508,400,0,0,750,402,1,118,51,66,25,34,0,0,0,1908,68971,245759,127,245569,13,227,42,4,13,
17:22:44,272,247,1138,1196,191,4,811,543,212,594,598,96,91,508,400,0,0,751,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,254,42,4,13,
17:22:45,241,241,1131,1196,198,4,811,537,212,594,598,96,91,508,400,0,0,745,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,222,42,4,13,
17:22:46,246,246,1144,1196,185,4,811,549,212,594,598,96,91,508,400,0,0,757,402,1,118,51,66,25,34,0,0,0,1908,68971,245759,127,245569,13,228,42,4,13,
17:22:47,266,264,1161,1196,167,4,811,566,212,594,599,96,91,508,400,0,0,774,402,1,118,51,66,25,34,0,0,0,1908,68971,245759,127,245569,13,248,42,4,13,
17:22:48,240,237,1134,1196,193,4,811,540,212,594,599,96,91,508,400,0,0,748,402,1,118,51,66,25,34,0,0,0,1908,68971,245759,127,245569,13,221,42,4,13,
17:22:49,236,236,1126,1196,203,4,811,532,212,594,599,96,91,508,400,0,0,739,402,1,118,51,66,25,34,0,0,0,1908,68971,245759,127,245569,13,217,42,4,13,
17:22:50,240,240,1131,1196,198,4,811,536,212,594,599,96,91,508,400,0,0,744,402,1,118,51,66,25,34,0,0,0,1908,68971,245759,127,245569,13,222,42,4,13,
17:22:51,237,237,1128,1196,200,4,811,534,212,594,599,96,91,508,400,0,0,741,402,1,118,51,66,25,34,0,0,0,1908,68971,245759,127,245569,13,219,42,4,13,
17:22:52,243,243,1134,1196,196,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68971,245759,127,245569,13,224,42,4,13,
17:22:53,237,235,1128,1196,201,4,811,533,212,594,599,96,91,508,400,0,0,741,402,1,118,51,66,25,34,0,0,0,1908,68971,245759,127,245569,13,218,42,4,13,
17:22:54,243,243,1134,1196,196,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:22:55,239,243,1130,1196,198,4,811,535,212,594,599,96,91,508,400,0,0,742,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,220,42,4,13,
17:22:56,243,243,1134,1196,195,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:22:57,241,243,1132,1196,196,4,811,537,212,594,599,96,91,508,400,0,0,745,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,222,42,4,13,
17:22:58,243,243,1134,1196,195,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:22:59,208,243,1102,1196,227,4,811,508,212,594,599,96,91,508,400,0,0,716,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,190,42,4,13,
17:23:00,243,242,1133,1196,197,4,811,538,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:23:01,243,243,1133,1196,195,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:23:02,240,240,1133,1196,197,4,811,538,212,594,599,96,91,508,400,0,0,746,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,221,42,4,13,
17:23:03,268,243,1133,1196,195,4,811,538,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,249,42,4,13,
17:23:04,237,237,1128,1196,201,4,811,533,212,594,599,96,91,508,400,0,0,741,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,219,42,4,13,
17:23:05,243,243,1133,1196,195,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:23:06,237,212,1128,1196,202,4,811,533,212,594,599,96,91,508,400,0,0,741,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,219,42,4,13,
17:23:07,243,243,1133,1196,196,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:23:08,212,209,1128,1196,202,4,811,533,212,594,599,96,91,508,400,0,0,741,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,194,42,4,13,
17:23:09,243,243,1134,1196,196,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:23:10,243,243,1100,1196,229,4,811,505,212,594,599,96,91,508,400,0,0,713,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:23:11,242,240,1134,1196,196,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:23:12,268,243,1134,1196,195,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,250,42,4,13,
17:23:13,238,238,1129,1196,201,4,811,534,212,594,599,96,91,508,400,0,0,742,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,219,42,4,13,
17:23:14,241,241,1134,1196,196,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,222,42,4,13,
17:23:15,239,239,1130,1196,199,4,811,535,212,594,599,96,91,508,400,0,0,744,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,220,42,4,13,
17:23:16,243,243,1152,1196,177,4,811,558,212,594,599,96,91,508,400,0,0,766,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,225,42,4,13,
17:23:17,243,243,1134,1196,195,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:23:19,243,243,1134,1196,196,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:23:19,239,239,1131,1196,199,4,811,536,212,594,599,96,91,508,400,0,0,744,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,220,42,4,13,
17:23:20,240,238,1131,1196,199,4,811,536,212,594,599,96,91,508,400,0,0,744,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,221,42,4,13,
17:23:21,243,243,1134,1196,195,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:23:22,239,239,1130,1196,200,4,811,535,212,594,599,96,91,508,400,0,0,744,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,221,42,4,13,
17:23:23,243,243,1134,1196,195,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:23:24,238,213,1129,1196,200,4,811,534,212,594,599,96,91,508,400,0,0,743,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,220,42,4,13,
17:23:25,243,243,1134,1196,196,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:23:26,212,242,1127,1196,202,4,811,532,212,594,599,96,91,508,400,0,0,741,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,194,42,4,13,
17:23:27,243,243,1133,1196,196,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:23:28,240,243,1106,1196,224,4,811,511,212,594,599,96,91,508,400,0,0,719,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,221,42,4,13,
17:23:29,239,239,1130,1196,199,4,811,535,212,594,599,96,91,508,400,0,0,743,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,221,42,4,13,
17:23:30,236,235,1128,1196,202,4,811,533,212,594,599,96,91,508,400,0,0,741,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,217,42,4,13,
17:23:32,234,234,1125,1196,205,4,811,530,212,594,599,96,91,508,400,0,0,738,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,215,42,4,13,
17:23:32,239,239,1130,1196,200,4,811,535,212,594,599,96,91,508,400,0,0,743,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,221,42,4,13,
17:23:33,253,250,1147,1196,182,4,811,552,212,594,599,96,91,508,400,0,0,760,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,234,42,4,13,
17:23:34,226,223,1121,1196,209,4,811,526,212,594,599,96,91,508,400,0,0,734,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,208,42,4,13,
17:23:35,210,210,1103,1196,227,4,811,508,212,594,599,96,91,508,400,0,0,716,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,192,42,4,13,
17:23:36,241,241,1132,1196,197,4,811,537,212,594,599,96,91,508,400,0,0,745,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,222,42,4,13,
17:23:37,242,242,1133,1196,196,4,811,538,212,594,599,96,91,508,400,0,0,746,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:23:38,242,242,1134,1196,196,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,223,42,4,13,
17:23:39,241,241,1132,1196,197,4,811,537,212,594,599,96,91,508,400,0,0,745,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,222,42,4,13,
17:23:40,243,242,1134,1196,197,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:23:41,243,243,1134,1196,196,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:23:42,241,241,1134,1196,197,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,222,42,4,13,
17:23:43,239,239,1131,1196,199,4,811,536,212,594,599,96,91,508,400,0,0,744,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,220,42,4,13,
17:23:45,237,236,1128,1196,202,4,811,533,212,594,599,96,91,508,400,0,0,741,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,218,42,4,13,
17:23:46,241,241,1132,1196,198,4,811,537,212,594,599,96,91,508,400,0,0,745,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,222,42,4,13,
17:23:46,245,270,1134,1196,195,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,226,42,4,13,
17:23:47,245,243,1136,1196,194,4,811,541,212,594,599,96,91,508,400,0,0,749,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,226,42,4,13,
17:23:48,246,246,1136,1196,193,4,811,542,212,594,599,96,91,508,400,0,0,750,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,227,42,4,13,
17:23:49,243,243,1134,1196,195,4,811,540,212,594,599,96,91,508,400,0,0,748,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,225,42,4,13,
17:23:50,244,244,1151,1196,178,4,811,556,212,594,599,96,91,508,400,0,0,765,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,225,42,4,13,
17:23:51,237,237,1129,1196,202,4,811,534,212,594,599,96,91,508,400,0,0,742,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,219,42,4,13,
17:23:53,242,242,1134,1196,196,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,117,51,66,25,34,0,0,0,1908,68969,245759,127,245569,13,224,42,4,13,
17:23:53,240,238,1131,1196,199,4,811,536,212,594,599,96,91,508,400,0,0,744,402,1,117,51,66,25,34,0,0,0,1908,68969,245759,127,245569,13,221,42,4,13,
17:23:55,236,236,1128,1196,203,4,811,533,212,594,599,96,91,508,400,0,0,741,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,218,42,4,13,
17:23:55,242,242,1133,1196,197,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,224,42,4,13,
17:23:56,212,240,1128,1196,202,4,811,533,212,594,599,96,91,508,400,0,0,741,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,193,42,4,13,
17:23:57,242,242,1133,1196,196,4,811,539,212,594,599,96,91,508,400,0,0,747,402,1,117,51,66,25,34,0,0,0,1908,68969,245759,127,245569,13,224,42,4,13,
17:23:58,239,239,1103,1196,227,4,811,508,212,594,599,96,91,508,400,0,0,716,402,1,118,51,66,25,34,0,0,0,1908,68969,245759,127,245569,13,220,42,4,13,
17:23:59,240,237,1131,1196,199,4,811,536,212,594,599,96,91,508,400,0,0,744,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,221,42,4,13,
17:24:01,254,254,1146,1196,185,4,811,551,212,594,599,96,91,508,400,0,0,759,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,236,42,4,13,
17:24:01,239,238,1130,1196,201,4,811,535,212,594,599,96,91,508,400,0,0,743,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,220,42,4,13,
17:24:02,237,237,1128,1196,202,4,811,533,212,594,599,96,91,508,400,0,0,741,402,1,118,51,66,25,34,0,0,0,1908,68969,245759,127,245569,13,218,42,4,13,
17:24:03,237,237,1128,1196,201,4,811,534,212,594,599,96,91,508,400,0,0,742,402,1,118,51,66,25,34,0,0,0,1908,68969,245759,127,245569,13,219,42,4,13,
17:24:04,236,236,1128,1196,202,4,811,533,212,594,599,96,91,508,400,0,0,741,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,218,42,4,13,
17:24:05,238,238,1130,1196,200,4,811,535,212,594,599,96,91,508,400,0,0,743,402,1,118,51,66,25,34,0,0,0,1908,68969,245759,127,245569,13,220,42,4,13,
17:24:06,238,238,1129,1196,200,4,811,534,212,594,599,96,91,508,400,0,0,743,402,1,118,51,66,25,34,0,0,0,1908,68969,245759,127,245569,13,220,42,4,13,
17:24:07,239,239,1130,1196,200,4,811,535,212,594,599,96,91,508,400,0,0,743,402,1,117,51,66,25,34,0,0,0,1908,68969,245759,127,245569,13,220,42,4,13,
17:24:08,234,236,1127,1196,203,4,811,532,212,594,599,96,91,508,400,0,0,741,402,1,117,51,66,25,34,0,0,0,1908,68969,245759,127,245569,13,216,42,4,13,
17:24:10,234,234,1126,1196,204,4,811,531,212,594,599,96,91,508,400,0,0,739,402,1,117,51,66,25,34,0,0,0,1908,68969,245759,127,245569,13,216,42,4,13,
17:24:11,252,252,1144,1196,186,4,811,549,212,594,599,96,91,508,400,0,0,757,402,1,117,51,66,25,34,0,0,0,1908,68969,245759,127,245569,13,234,42,4,13,
17:24:11,241,267,1131,1196,198,4,811,536,212,594,599,96,91,508,400,0,0,743,402,1,117,51,66,25,34,0,0,0,1908,68969,245759,127,245569,13,222,42,4,13,
17:24:12,237,237,1129,1196,201,4,811,534,212,594,599,96,91,508,400,0,0,742,402,1,117,51,66,25,34,0,0,0,1908,68969,245759,127,245569,13,219,42,4,13,
17:24:13,267,242,1133,1196,196,4,811,538,212,594,599,96,91,508,400,0,0,747,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,249,42,4,13,
17:24:14,236,233,1127,1196,203,4,811,532,212,594,599,96,91,508,400,0,0,740,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,217,42,4,13,
17:24:16,248,250,1139,1196,190,4,811,545,212,594,599,96,91,508,400,0,0,753,402,1,117,51,66,25,34,0,0,0,1908,68969,245759,127,245569,13,229,42,4,13,
17:24:17,238,238,1130,1196,200,4,811,535,212,594,599,96,91,508,400,0,0,743,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,219,42,4,13,
17:24:18,234,234,1126,1196,204,4,811,531,212,594,599,96,91,508,400,0,0,739,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,216,42,4,13,
17:24:18,240,240,1131,1196,199,4,811,537,212,594,599,96,91,508,400,0,0,745,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,222,42,4,13,
17:24:19,209,242,1105,1196,225,4,811,510,212,594,599,96,91,508,400,0,0,718,402,1,117,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,191,42,4,13,
17:24:20,240,240,1131,1196,198,4,811,537,212,594,599,96,91,508,400,0,0,745,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,221,42,4,13,
17:24:21,239,238,1130,1196,200,4,811,535,212,594,599,96,91,508,400,0,0,743,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,220,42,4,13,
17:24:23,237,235,1129,1196,202,4,811,534,212,594,599,96,91,508,400,0,0,742,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,219,42,4,13,
17:24:23,240,240,1132,1196,199,4,811,537,212,594,599,96,91,508,400,0,0,745,402,1,118,51,66,25,34,0,0,0,1908,68970,245759,127,245569,13,222,42,4,13,
